'Elapsed time','ECG'
'0:54.816',-0.338
'0:54.820',-0.302
'0:54.824',-0.290
'0:54.828',-0.310
'0:54.832',-0.315
'0:54.836',-0.315
'0:54.840',-0.333
'0:54.844',-0.307
'0:54.848',-0.335
'0:54.852',-0.263
'0:54.856',-0.297
'0:54.860',-0.312
'0:54.864',-0.297
'0:54.868',-0.287
'0:54.872',-0.312
'0:54.876',-0.352
'0:54.880',-0.307
'0:54.884',-0.340
'0:54.888',-0.310
'0:54.892',-0.312
'0:54.896',-0.278
'0:54.900',-0.325
'0:54.904',-0.310
'0:54.908',-0.302
'0:54.912',-0.328
'0:54.916',-0.290
'0:54.920',-0.325
'0:54.924',-0.328
'0:54.928',-0.325
'0:54.932',-0.282
'0:54.936',-0.282
'0:54.940',-0.302
'0:54.944',-0.315
'0:54.948',-0.270
'0:54.952',-0.265
'0:54.956',-0.297
'0:54.960',-0.273
'0:54.964',-0.228
'0:54.968',-0.233
'0:54.972',-0.263
'0:54.976',-0.270
'0:54.980',-0.225
'0:54.984',-0.228
'0:54.988',-0.210
'0:54.992',-0.223
'0:54.996',-0.185
'0:55.000',-0.188
'0:55.004',-0.215
'0:55.008',-0.203
'0:55.012',-0.195
'0:55.016',-0.200
'0:55.020',-0.185
'0:55.024',-0.185
'0:55.028',-0.190
'0:55.032',-0.170
'0:55.036',-0.203
'0:55.040',-0.212
'0:55.044',-0.263
'0:55.048',-0.273
'0:55.052',-0.245
'0:55.056',-0.245
'0:55.060',-0.225
'0:55.064',-0.263
'0:55.068',-0.237
'0:55.072',-0.258
'0:55.076',-0.263
'0:55.080',-0.225
'0:55.084',-0.210
'0:55.088',-0.175
'0:55.092',-0.177
'0:55.096',-0.135
'0:55.100',-0.133
'0:55.104',-0.072
'0:55.108',0.035
'0:55.112',0.235
'0:55.116',0.662
'0:55.120',1.077
'0:55.124',1.575
'0:55.128',1.970
'0:55.132',2.112
'0:55.136',1.940
'0:55.140',1.490
'0:55.144',0.922
'0:55.148',0.487
'0:55.152',0.090
'0:55.156',-0.182
'0:55.160',-0.237
'0:55.164',-0.263
'0:55.168',-0.223
'0:55.172',-0.273
'0:55.176',-0.278
'0:55.180',-0.258
'0:55.184',-0.290
'0:55.188',-0.295
'0:55.192',-0.325
'0:55.196',-0.323
'0:55.200',-0.340
'0:55.204',-0.370
'0:55.208',-0.403
'0:55.212',-0.360
'0:55.216',-0.388
'0:55.220',-0.383
'0:55.224',-0.378
'0:55.228',-0.375
'0:55.232',-0.390
'0:55.236',-0.407
'0:55.240',-0.422
'0:55.244',-0.407
'0:55.248',-0.427
'0:55.252',-0.422
'0:55.256',-0.415
'0:55.260',-0.372
'0:55.264',-0.400
'0:55.268',-0.415
'0:55.272',-0.390
'0:55.276',-0.410
'0:55.280',-0.438
'0:55.284',-0.438
'0:55.288',-0.383
'0:55.292',-0.400
'0:55.296',-0.403
'0:55.300',-0.375
'0:55.304',-0.398
'0:55.308',-0.403
'0:55.312',-0.448
'0:55.316',-0.425
'0:55.320',-0.440
'0:55.324',-0.400
'0:55.328',-0.350
'0:55.332',-0.362
'0:55.336',-0.370
'0:55.340',-0.398
'0:55.344',-0.420
'0:55.348',-0.370
'0:55.352',-0.425
'0:55.356',-0.385
'0:55.360',-0.347
'0:55.364',-0.352
'0:55.368',-0.390
'0:55.372',-0.395
'0:55.376',-0.388
'0:55.380',-0.412
'0:55.384',-0.370
'0:55.388',-0.422
'0:55.392',-0.372
'0:55.396',-0.350
'0:55.400',-0.362
'0:55.404',-0.395
'0:55.408',-0.390
'0:55.412',-0.400
'0:55.416',-0.422
'0:55.420',-0.425
'0:55.424',-0.400
'0:55.428',-0.362
'0:55.432',-0.372
'0:55.436',-0.375
'0:55.440',-0.398
'0:55.444',-0.412
'0:55.448',-0.357
'0:55.452',-0.325
'0:55.456',-0.320
'0:55.460',-0.275
'0:55.464',-0.263
'0:55.468',-0.263
'0:55.472',-0.225
'0:55.476',-0.188
'0:55.480',-0.182
'0:55.484',-0.158
'0:55.488',-0.147
'0:55.492',-0.122
'0:55.496',-0.083
'0:55.500',-0.087
'0:55.504',-0.140
'0:55.508',-0.115
'0:55.512',-0.163
'0:55.516',-0.165
'0:55.520',-0.163
'0:55.524',-0.125
'0:55.528',-0.158
'0:55.532',-0.177
'0:55.536',-0.170
'0:55.540',-0.200
'0:55.544',-0.195
'0:55.548',-0.212
'0:55.552',-0.207
'0:55.556',-0.198
'0:55.560',-0.210
'0:55.564',-0.182
'0:55.568',-0.177
'0:55.572',-0.200
'0:55.576',-0.237
'0:55.580',-0.225
'0:55.584',-0.200
'0:55.588',-0.228
'0:55.592',-0.223
'0:55.596',-0.212
'0:55.600',-0.190
'0:55.604',-0.207
'0:55.608',-0.210
'0:55.612',-0.225
'0:55.616',-0.215
'0:55.620',-0.210
'0:55.624',-0.177
'0:55.628',-0.170
'0:55.632',-0.177
'0:55.636',-0.212
'0:55.640',-0.245
'0:55.644',-0.258
'0:55.648',-0.250
'0:55.652',-0.245
'0:55.656',-0.225
'0:55.660',-0.190
'0:55.664',-0.212
'0:55.668',-0.247
'0:55.672',-0.287
'0:55.676',-0.228
'0:55.680',-0.273
'0:55.684',-0.307
'0:55.688',-0.237
'0:55.692',-0.223
'0:55.696',-0.290
'0:55.700',-0.250
'0:55.704',-0.285
'0:55.708',-0.263
'0:55.712',-0.282
'0:55.716',-0.285
'0:55.720',-0.290
'0:55.724',-0.258
'0:55.728',-0.273
'0:55.732',-0.278
'0:55.736',-0.300
'0:55.740',-0.282
'0:55.744',-0.312
'0:55.748',-0.360
'0:55.752',-0.278
'0:55.756',-0.290
'0:55.760',-0.278
'0:55.764',-0.258
'0:55.768',-0.275
'0:55.772',-0.278
'0:55.776',-0.278
'0:55.780',-0.312
'0:55.784',-0.312
'0:55.788',-0.300
'0:55.792',-0.278
'0:55.796',-0.287
'0:55.800',-0.302
'0:55.804',-0.300
'0:55.808',-0.315
'0:55.812',-0.352
'0:55.816',-0.307
'0:55.820',-0.295
'0:55.824',-0.310
'0:55.828',-0.290
'0:55.832',-0.278
'0:55.836',-0.297
'0:55.840',-0.295
'0:55.844',-0.297
'0:55.848',-0.360
'0:55.852',-0.325
'0:55.856',-0.307
'0:55.860',-0.302
'0:55.864',-0.275
'0:55.868',-0.320
'0:55.872',-0.333
'0:55.876',-0.290
'0:55.880',-0.295
'0:55.884',-0.335
'0:55.888',-0.325
'0:55.892',-0.275
'0:55.896',-0.275
'0:55.900',-0.287
'0:55.904',-0.302
'0:55.908',-0.312
'0:55.912',-0.273
'0:55.916',-0.310
'0:55.920',-0.302
'0:55.924',-0.263
'0:55.928',-0.275
'0:55.932',-0.290
'0:55.936',-0.310
'0:55.940',-0.253
'0:55.944',-0.295
'0:55.948',-0.312
'0:55.952',-0.265
'0:55.956',-0.278
'0:55.960',-0.285
'0:55.964',-0.263
'0:55.968',-0.265
'0:55.972',-0.275
'0:55.976',-0.250
'0:55.980',-0.260
'0:55.984',-0.290
'0:55.988',-0.260
'0:55.992',-0.253
'0:55.996',-0.240
'0:56.000',-0.237
'0:56.004',-0.250
'0:56.008',-0.260
'0:56.012',-0.223
'0:56.016',-0.188
'0:56.020',-0.210
'0:56.024',-0.188
'0:56.028',-0.223
'0:56.032',-0.172
'0:56.036',-0.203
'0:56.040',-0.198
'0:56.044',-0.215
'0:56.048',-0.163
'0:56.052',-0.160
'0:56.056',-0.172
'0:56.060',-0.150
'0:56.064',-0.135
'0:56.068',-0.125
'0:56.072',-0.150
'0:56.076',-0.145
'0:56.080',-0.177
'0:56.084',-0.165
'0:56.088',-0.158
'0:56.092',-0.150
'0:56.096',-0.140
'0:56.100',-0.170
'0:56.104',-0.163
'0:56.108',-0.210
'0:56.112',-0.158
'0:56.116',-0.190
'0:56.120',-0.165
'0:56.124',-0.170
'0:56.128',-0.128
'0:56.132',-0.140
'0:56.136',-0.125
'0:56.140',-0.115
'0:56.144',-0.138
'0:56.148',-0.083
'0:56.152',-0.050
'0:56.156',0.033
'0:56.160',0.250
'0:56.164',0.487
'0:56.168',0.820
'0:56.172',1.212
'0:56.176',1.653
'0:56.180',1.982
'0:56.184',2.163
'0:56.188',2.078
'0:56.192',1.772
'0:56.196',1.312
'0:56.200',0.860
'0:56.204',0.460
'0:56.208',0.165
'0:56.212',-0.048
'0:56.216',-0.125
'0:56.220',-0.163
'0:56.224',-0.128
'0:56.228',-0.102
'0:56.232',-0.133
'0:56.236',-0.195
'0:56.240',-0.225
'0:56.244',-0.253
'0:56.248',-0.237
'0:56.252',-0.273
'0:56.256',-0.253
'0:56.260',-0.263
'0:56.264',-0.245
'0:56.268',-0.290
'0:56.272',-0.320
'0:56.276',-0.310
'0:56.280',-0.312
'0:56.284',-0.338
'0:56.288',-0.328
'0:56.292',-0.320
'0:56.296',-0.320
'0:56.300',-0.312
'0:56.304',-0.365
'0:56.308',-0.360
'0:56.312',-0.338
'0:56.316',-0.347
'0:56.320',-0.328
'0:56.324',-0.323
'0:56.328',-0.340
'0:56.332',-0.315
'0:56.336',-0.370
'0:56.340',-0.372
'0:56.344',-0.385
'0:56.348',-0.345
'0:56.352',-0.347
'0:56.356',-0.333
'0:56.360',-0.312
'0:56.364',-0.340
'0:56.368',-0.315
'0:56.372',-0.350
'0:56.376',-0.345
'0:56.380',-0.325
'0:56.384',-0.333
'0:56.388',-0.325
'0:56.392',-0.278
'0:56.396',-0.300
'0:56.400',-0.320
'0:56.404',-0.372
'0:56.408',-0.345
'0:56.412',-0.297
'0:56.416',-0.328
'0:56.420',-0.333
'0:56.424',-0.328
'0:56.428',-0.287
'0:56.432',-0.310
'0:56.436',-0.310
'0:56.440',-0.323
'0:56.444',-0.325
'0:56.448',-0.297
'0:56.452',-0.328
'0:56.456',-0.300
'0:56.460',-0.287
'0:56.464',-0.278
'0:56.468',-0.310
'0:56.472',-0.338
'0:56.476',-0.352
'0:56.480',-0.345
'0:56.484',-0.278
'0:56.488',-0.290
'0:56.492',-0.275
'0:56.496',-0.275
'0:56.500',-0.258
'0:56.504',-0.273
'0:56.508',-0.265
'0:56.512',-0.270
'0:56.516',-0.228
'0:56.520',-0.190
'0:56.524',-0.152
'0:56.528',-0.110
'0:56.532',-0.083
'0:56.536',-0.083
'0:56.540',-0.090
'0:56.544',-0.060
'0:56.548',-0.025
'0:56.552',-0.010
'0:56.556',-0.007
'0:56.560',0.000
'0:56.564',0.000
'0:56.568',-0.035
'0:56.572',-0.058
'0:56.576',-0.090
'0:56.580',-0.075
'0:56.584',-0.045
'0:56.588',-0.060
'0:56.592',-0.070
'0:56.596',-0.040
'0:56.600',-0.077
'0:56.604',-0.115
'0:56.608',-0.087
'0:56.612',-0.098
'0:56.616',-0.110
'0:56.620',-0.090
'0:56.624',-0.087
'0:56.628',-0.077
'0:56.632',-0.070
'0:56.636',-0.090
'0:56.640',-0.115
'0:56.644',-0.133
'0:56.648',-0.115
'0:56.652',-0.100
'0:56.656',-0.070
'0:56.660',-0.072
'0:56.664',-0.098
'0:56.668',-0.100
'0:56.672',-0.085
'0:56.676',-0.150
'0:56.680',-0.110
'0:56.684',-0.125
'0:56.688',-0.095
'0:56.692',-0.133
'0:56.696',-0.098
'0:56.700',-0.140
'0:56.704',-0.158
'0:56.708',-0.125
'0:56.712',-0.172
'0:56.716',-0.147
'0:56.720',-0.145
'0:56.724',-0.152
'0:56.728',-0.110
'0:56.732',-0.135
'0:56.736',-0.140
'0:56.740',-0.185
'0:56.744',-0.190
'0:56.748',-0.182
'0:56.752',-0.163
'0:56.756',-0.200
'0:56.760',-0.163
'0:56.764',-0.182
'0:56.768',-0.182
'0:56.772',-0.190
'0:56.776',-0.220
'0:56.780',-0.198
'0:56.784',-0.172
'0:56.788',-0.200
'0:56.792',-0.203
'0:56.796',-0.177
'0:56.800',-0.190
'0:56.804',-0.198
'0:56.808',-0.210
'0:56.812',-0.215
'0:56.816',-0.225
'0:56.820',-0.198
'0:56.824',-0.195
'0:56.828',-0.177
'0:56.832',-0.195
'0:56.836',-0.198
'0:56.840',-0.215
'0:56.844',-0.253
'0:56.848',-0.240
'0:56.852',-0.228
'0:56.856',-0.237
'0:56.860',-0.195
'0:56.864',-0.225
'0:56.868',-0.225
'0:56.872',-0.223
'0:56.876',-0.235
'0:56.880',-0.287
'0:56.884',-0.260
'0:56.888',-0.225
'0:56.892',-0.260
'0:56.896',-0.220
'0:56.900',-0.203
'0:56.904',-0.223
'0:56.908',-0.228
'0:56.912',-0.247
'0:56.916',-0.250
'0:56.920',-0.237
'0:56.924',-0.198
'0:56.928',-0.210
'0:56.932',-0.190
'0:56.936',-0.240
'0:56.940',-0.263
'0:56.944',-0.240
'0:56.948',-0.237
'0:56.952',-0.212
'0:56.956',-0.228
'0:56.960',-0.220
'0:56.964',-0.237
'0:56.968',-0.207
'0:56.972',-0.263
'0:56.976',-0.228
'0:56.980',-0.237
'0:56.984',-0.235
'0:56.988',-0.198
'0:56.992',-0.200
'0:56.996',-0.177
'0:57.000',-0.207
'0:57.004',-0.233
'0:57.008',-0.250
'0:57.012',-0.235
'0:57.016',-0.220
'0:57.020',-0.245
'0:57.024',-0.182
'0:57.028',-0.188
'0:57.032',-0.207
'0:57.036',-0.200
'0:57.040',-0.203
'0:57.044',-0.207
'0:57.048',-0.165
'0:57.052',-0.177
'0:57.056',-0.165
'0:57.060',-0.125
'0:57.064',-0.150
'0:57.068',-0.170
'0:57.072',-0.140
'0:57.076',-0.135
'0:57.080',-0.158
'0:57.084',-0.133
'0:57.088',-0.102
'0:57.092',-0.128
'0:57.096',-0.083
'0:57.100',-0.133
'0:57.104',-0.102
'0:57.108',-0.138
'0:57.112',-0.098
'0:57.116',-0.145
'0:57.120',-0.100
'0:57.124',-0.060
'0:57.128',-0.090
'0:57.132',-0.098
'0:57.136',-0.122
'0:57.140',-0.145
'0:57.144',-0.177
'0:57.148',-0.158
'0:57.152',-0.158
'0:57.156',-0.133
'0:57.160',-0.140
'0:57.164',-0.095
'0:57.168',-0.100
'0:57.172',-0.113
'0:57.176',-0.125
'0:57.180',-0.110
'0:57.184',-0.083
'0:57.188',-0.058
'0:57.192',-0.022
'0:57.196',-0.033
'0:57.200',0.052
'0:57.204',0.122
'0:57.208',0.323
'0:57.212',0.575
'0:57.216',0.935
'0:57.220',1.325
'0:57.224',1.772
'0:57.228',2.125
'0:57.232',2.263
'0:57.236',2.172
'0:57.240',1.883
'0:57.244',1.415
'0:57.248',1.012
'0:57.252',0.595
'0:57.256',0.270
'0:57.260',0.083
'0:57.264',-0.050
'0:57.268',-0.113
'0:57.272',-0.125
'0:57.276',-0.152
'0:57.280',-0.220
'0:57.284',-0.210
'0:57.288',-0.207
'0:57.292',-0.188
'0:57.296',-0.245
'0:57.300',-0.250
'0:57.304',-0.253
'0:57.308',-0.258
'0:57.312',-0.282
'0:57.316',-0.315
'0:57.320',-0.275
'0:57.324',-0.297
'0:57.328',-0.297
'0:57.332',-0.320
'0:57.336',-0.287
'0:57.340',-0.297
'0:57.344',-0.295
'0:57.348',-0.350
'0:57.352',-0.328
'0:57.356',-0.365
'0:57.360',-0.345
'0:57.364',-0.328
'0:57.368',-0.338
'0:57.372',-0.347
'0:57.376',-0.333
'0:57.380',-0.328
'0:57.384',-0.383
'0:57.388',-0.333
'0:57.392',-0.347
'0:57.396',-0.345
'0:57.400',-0.333
'0:57.404',-0.320
'0:57.408',-0.328
'0:57.412',-0.325
'0:57.416',-0.333
'0:57.420',-0.360
'0:57.424',-0.312
'0:57.428',-0.350
'0:57.432',-0.320
'0:57.436',-0.347
'0:57.440',-0.310
'0:57.444',-0.383
'0:57.448',-0.340
'0:57.452',-0.338
'0:57.456',-0.310
'0:57.460',-0.270
'0:57.464',-0.307
'0:57.468',-0.312
'0:57.472',-0.325
'0:57.476',-0.328
'0:57.480',-0.335
'0:57.484',-0.320
'0:57.488',-0.350
'0:57.492',-0.328
'0:57.496',-0.312
'0:57.500',-0.295
'0:57.504',-0.295
'0:57.508',-0.325
'0:57.512',-0.345
'0:57.516',-0.350
'0:57.520',-0.325
'0:57.524',-0.345
'0:57.528',-0.315
'0:57.532',-0.335
'0:57.536',-0.325
'0:57.540',-0.320
'0:57.544',-0.338
'0:57.548',-0.312
'0:57.552',-0.273
'0:57.556',-0.258
'0:57.560',-0.233
'0:57.564',-0.190
'0:57.568',-0.185
'0:57.572',-0.147
'0:57.576',-0.158
'0:57.580',-0.133
'0:57.584',-0.110
'0:57.588',-0.100
'0:57.592',-0.087
'0:57.596',-0.075
'0:57.600',-0.060
'0:57.604',-0.065
'0:57.608',-0.072
'0:57.612',-0.072
'0:57.616',-0.083
'0:57.620',-0.095
'0:57.624',-0.060
'0:57.628',-0.075
'0:57.632',-0.085
'0:57.636',-0.107
'0:57.640',-0.110
'0:57.644',-0.135
'0:57.648',-0.152
'0:57.652',-0.125
'0:57.656',-0.165
'0:57.660',-0.115
'0:57.664',-0.145
'0:57.668',-0.150
'0:57.672',-0.158
'0:57.676',-0.163
'0:57.680',-0.182
'0:57.684',-0.172
'0:57.688',-0.158
'0:57.692',-0.133
'0:57.696',-0.150
'0:57.700',-0.160
'0:57.704',-0.175
'0:57.708',-0.200
'0:57.712',-0.158
'0:57.716',-0.172
'0:57.720',-0.200
'0:57.724',-0.185
'0:57.728',-0.172
'0:57.732',-0.185
'0:57.736',-0.188
'0:57.740',-0.172
'0:57.744',-0.225
'0:57.748',-0.225
'0:57.752',-0.212
'0:57.756',-0.198
'0:57.760',-0.182
'0:57.764',-0.225
'0:57.768',-0.228
'0:57.772',-0.263
'0:57.776',-0.265
'0:57.780',-0.247
'0:57.784',-0.250
'0:57.788',-0.273
'0:57.792',-0.245
'0:57.796',-0.237
'0:57.800',-0.258
'0:57.804',-0.250
'0:57.808',-0.265
'0:57.812',-0.295
'0:57.816',-0.265
'0:57.820',-0.278
'0:57.824',-0.285
'0:57.828',-0.270
'0:57.832',-0.253
'0:57.836',-0.297
'0:57.840',-0.297
'0:57.844',-0.302
'0:57.848',-0.297
'0:57.852',-0.307
'0:57.856',-0.240
'0:57.860',-0.270
'0:57.864',-0.260
'0:57.868',-0.297
'0:57.872',-0.315
'0:57.876',-0.312
'0:57.880',-0.285
'0:57.884',-0.300
'0:57.888',-0.310
'0:57.892',-0.300
'0:57.896',-0.263
'0:57.900',-0.282
'0:57.904',-0.295
'0:57.908',-0.295
'0:57.912',-0.302
'0:57.916',-0.333
'0:57.920',-0.297
'0:57.924',-0.278
'0:57.928',-0.297
'0:57.932',-0.295
'0:57.936',-0.273
'0:57.940',-0.320
'0:57.944',-0.347
'0:57.948',-0.333
'0:57.952',-0.297
'0:57.956',-0.290
'0:57.960',-0.273
'0:57.964',-0.287
'0:57.968',-0.273
'0:57.972',-0.300
'0:57.976',-0.315
'0:57.980',-0.338
'0:57.984',-0.287
'0:57.988',-0.307
'0:57.992',-0.285
'0:57.996',-0.302
'0:58.000',-0.323
'0:58.004',-0.282
'0:58.008',-0.278
'0:58.012',-0.312
'0:58.016',-0.300
'0:58.020',-0.323
'0:58.024',-0.312
'0:58.028',-0.282
'0:58.032',-0.290
'0:58.036',-0.295
'0:58.040',-0.320
'0:58.044',-0.307
'0:58.048',-0.295
'0:58.052',-0.335
'0:58.056',-0.310
'0:58.060',-0.260
'0:58.064',-0.285
'0:58.068',-0.275
'0:58.072',-0.295
'0:58.076',-0.270
'0:58.080',-0.345
'0:58.084',-0.290
'0:58.088',-0.297
'0:58.092',-0.282
'0:58.096',-0.300
'0:58.100',-0.282
'0:58.104',-0.297
'0:58.108',-0.263
'0:58.112',-0.285
'0:58.116',-0.297
'0:58.120',-0.250
'0:58.124',-0.182
'0:58.128',-0.203
'0:58.132',-0.210
'0:58.136',-0.195
'0:58.140',-0.207
'0:58.144',-0.207
'0:58.148',-0.198
'0:58.152',-0.207
'0:58.156',-0.190
'0:58.160',-0.165
'0:58.164',-0.177
'0:58.168',-0.188
'0:58.172',-0.185
'0:58.176',-0.233
'0:58.180',-0.223
'0:58.184',-0.223
'0:58.188',-0.195
'0:58.192',-0.228
'0:58.196',-0.215
'0:58.200',-0.225
'0:58.204',-0.263
'0:58.208',-0.250
'0:58.212',-0.247
'0:58.216',-0.235
'0:58.220',-0.212
'0:58.224',-0.188
'0:58.228',-0.133
'0:58.232',-0.140
'0:58.236',-0.177
'0:58.240',-0.133
'0:58.244',-0.150
'0:58.248',-0.140
'0:58.252',-0.100
'0:58.256',-0.060
'0:58.260',0.065
'0:58.264',0.182
'0:58.268',0.388
'0:58.272',0.665
'0:58.276',1.010
'0:58.280',1.435
'0:58.284',1.847
'0:58.288',2.150
'0:58.292',2.220
'0:58.296',2.035
'0:58.300',1.635
'0:58.304',1.100
'0:58.308',0.625
'0:58.312',0.215
'0:58.316',-0.052
'0:58.320',-0.182
'0:58.324',-0.228
'0:58.328',-0.228
'0:58.332',-0.260
'0:58.336',-0.260
'0:58.340',-0.275
'0:58.344',-0.310
'0:58.348',-0.328
'0:58.352',-0.335
'0:58.356',-0.325
'0:58.360',-0.340
'0:58.364',-0.360
'0:58.368',-0.372
'0:58.372',-0.378
'0:58.376',-0.375
'0:58.380',-0.383
'0:58.384',-0.385
'0:58.388',-0.372
'0:58.392',-0.375
'0:58.396',-0.415
'0:58.400',-0.383
'0:58.404',-0.395
'0:58.408',-0.410
'0:58.412',-0.425
'0:58.416',-0.390
'0:58.420',-0.427
'0:58.424',-0.378
'0:58.428',-0.398
'0:58.432',-0.390
'0:58.436',-0.420
'0:58.440',-0.390
'0:58.444',-0.438
'0:58.448',-0.435
'0:58.452',-0.412
'0:58.456',-0.385
'0:58.460',-0.390
'0:58.464',-0.375
'0:58.468',-0.400
'0:58.472',-0.390
'0:58.476',-0.412
'0:58.480',-0.420
'0:58.484',-0.385
'0:58.488',-0.395
'0:58.492',-0.378
'0:58.496',-0.357
'0:58.500',-0.378
'0:58.504',-0.400
'0:58.508',-0.435
'0:58.512',-0.388
'0:58.516',-0.425
'0:58.520',-0.388
'0:58.524',-0.383
'0:58.528',-0.357
'0:58.532',-0.360
'0:58.536',-0.390
'0:58.540',-0.383
'0:58.544',-0.415
'0:58.548',-0.395
'0:58.552',-0.425
'0:58.556',-0.410
'0:58.560',-0.385
'0:58.564',-0.378
'0:58.568',-0.383
'0:58.572',-0.412
'0:58.576',-0.425
'0:58.580',-0.412
'0:58.584',-0.422
'0:58.588',-0.407
'0:58.592',-0.372
'0:58.596',-0.365
'0:58.600',-0.375
'0:58.604',-0.338
'0:58.608',-0.360
'0:58.612',-0.295
'0:58.616',-0.265
'0:58.620',-0.273
'0:58.624',-0.263
'0:58.628',-0.188
'0:58.632',-0.182
'0:58.636',-0.163
'0:58.640',-0.158
'0:58.644',-0.160
'0:58.648',-0.170
'0:58.652',-0.150
'0:58.656',-0.135
'0:58.660',-0.133
'0:58.664',-0.113
'0:58.668',-0.102
'0:58.672',-0.115
'0:58.676',-0.128
'0:58.680',-0.133
'0:58.684',-0.140
'0:58.688',-0.113
'0:58.692',-0.160
'0:58.696',-0.140
'0:58.700',-0.125
'0:58.704',-0.145
'0:58.708',-0.152
'0:58.712',-0.177
'0:58.716',-0.160
'0:58.720',-0.200
'0:58.724',-0.158
'0:58.728',-0.170
'0:58.732',-0.158
'0:58.736',-0.160
'0:58.740',-0.182
'0:58.744',-0.188
'0:58.748',-0.190
'0:58.752',-0.160
'0:58.756',-0.177
'0:58.760',-0.145
'0:58.764',-0.175
'0:58.768',-0.138
'0:58.772',-0.160
'0:58.776',-0.177
'0:58.780',-0.188
'0:58.784',-0.220
'0:58.788',-0.203
'0:58.792',-0.195
'0:58.796',-0.207
'0:58.800',-0.203
'0:58.804',-0.198
'0:58.808',-0.233
'0:58.812',-0.245
'0:58.816',-0.220
'0:58.820',-0.237
'0:58.824',-0.250
'0:58.828',-0.220
'0:58.832',-0.200
'0:58.836',-0.273
'0:58.840',-0.263
'0:58.844',-0.258
'0:58.848',-0.287
'0:58.852',-0.263
'0:58.856',-0.265
'0:58.860',-0.250
'0:58.864',-0.273
'0:58.868',-0.278
'0:58.872',-0.247
'0:58.876',-0.290
'0:58.880',-0.273
'0:58.884',-0.297
'0:58.888',-0.275
'0:58.892',-0.275
'0:58.896',-0.263
'0:58.900',-0.282
'0:58.904',-0.278
'0:58.908',-0.278
'0:58.912',-0.307
'0:58.916',-0.297
'0:58.920',-0.263
'0:58.924',-0.307
'0:58.928',-0.285
'0:58.932',-0.295
'0:58.936',-0.287
'0:58.940',-0.315
'0:58.944',-0.297
'0:58.948',-0.325
'0:58.952',-0.295
'0:58.956',-0.287
'0:58.960',-0.265
'0:58.964',-0.260
'0:58.968',-0.278
'0:58.972',-0.297
'0:58.976',-0.300
'0:58.980',-0.323
'0:58.984',-0.325
'0:58.988',-0.297
'0:58.992',-0.278
'0:58.996',-0.315
'0:59.000',-0.287
'0:59.004',-0.307
'0:59.008',-0.300
'0:59.012',-0.320
'0:59.016',-0.287
'0:59.020',-0.287
'0:59.024',-0.285
'0:59.028',-0.275
'0:59.032',-0.263
'0:59.036',-0.273
'0:59.040',-0.290
'0:59.044',-0.310
'0:59.048',-0.275
'0:59.052',-0.273
'0:59.056',-0.285
'0:59.060',-0.253
'0:59.064',-0.265
'0:59.068',-0.253
'0:59.072',-0.278
'0:59.076',-0.273
'0:59.080',-0.297
'0:59.084',-0.275
'0:59.088',-0.278
'0:59.092',-0.247
'0:59.096',-0.278
'0:59.100',-0.270
'0:59.104',-0.297
'0:59.108',-0.278
'0:59.112',-0.287
'0:59.116',-0.273
'0:59.120',-0.295
'0:59.124',-0.270
'0:59.128',-0.265
'0:59.132',-0.273
'0:59.136',-0.275
'0:59.140',-0.297
'0:59.144',-0.302
'0:59.148',-0.263
'0:59.152',-0.260
'0:59.156',-0.233
'0:59.160',-0.245
'0:59.164',-0.250
'0:59.168',-0.220
'0:59.172',-0.237
'0:59.176',-0.250
'0:59.180',-0.253
'0:59.184',-0.200
'0:59.188',-0.195
'0:59.192',-0.172
'0:59.196',-0.182
'0:59.200',-0.185
'0:59.204',-0.175
'0:59.208',-0.163
'0:59.212',-0.177
'0:59.216',-0.170
'0:59.220',-0.128
'0:59.224',-0.158
'0:59.228',-0.102
'0:59.232',-0.122
'0:59.236',-0.128
'0:59.240',-0.152
'0:59.244',-0.177
'0:59.248',-0.150
'0:59.252',-0.172
'0:59.256',-0.170
'0:59.260',-0.160
'0:59.264',-0.163
'0:59.268',-0.175
'0:59.272',-0.195
'0:59.276',-0.198
'0:59.280',-0.210
'0:59.284',-0.182
'0:59.288',-0.195
'0:59.292',-0.138
'0:59.296',-0.158
'0:59.300',-0.107
'0:59.304',-0.122
'0:59.308',-0.135
'0:59.312',-0.133
'0:59.316',-0.113
'0:59.320',-0.087
'0:59.324',-0.062
'0:59.328',0.020
'0:59.332',0.102
'0:59.336',0.328
'0:59.340',0.650
'0:59.344',1.048
'0:59.348',1.500
'0:59.352',1.900
'0:59.356',2.160
'0:59.360',2.112
'0:59.364',1.765
'0:59.368',1.200
'0:59.372',0.603
'0:59.376',0.158
'0:59.380',-0.128
'0:59.384',-0.253
'0:59.388',-0.282
'0:59.392',-0.215
'0:59.396',-0.203
'0:59.400',-0.198
'0:59.404',-0.250
'0:59.408',-0.250
'0:59.412',-0.273
'0:59.416',-0.278
'0:59.420',-0.278
'0:59.424',-0.282
'0:59.428',-0.297
'0:59.432',-0.307
'0:59.436',-0.312
'0:59.440',-0.350
'0:59.444',-0.340
'0:59.448',-0.347
'0:59.452',-0.370
'0:59.456',-0.328
'0:59.460',-0.323
'0:59.464',-0.312
'0:59.468',-0.333
'0:59.472',-0.340
'0:59.476',-0.375
'0:59.480',-0.352
'0:59.484',-0.350
'0:59.488',-0.338
'0:59.492',-0.315
'0:59.496',-0.345
